Event	ID	Name			Wwise Object Path	Notes
	15662850	UI_Button_Up			\Default Work Unit\UI_Button_Up	
	18309885	UI_Button_Enter			\Default Work Unit\UI_Button_Enter	
	156563189	UI_Button_Down			\Default Work Unit\UI_Button_Down	
	750089663	UI_Menu_Teleport			\Default Work Unit\UI_Menu_Teleport	
	808893336	UI_QuestRoll_Close			\Default Work Unit\UI_QuestRoll_Close	
	844130829	Quest_CompleteCollection			\Default Work Unit\Quest_CompleteCollection	
	949395292	UI_QuestRoll_Open			\Default Work Unit\UI_QuestRoll_Open	
	1464993479	UI_Menu_Resume			\Default Work Unit\UI_Menu_Resume	
	1499896846	Pickup_Coins			\Default Work Unit\Pickup_Coins	
	2199611969	UI_Inventory_Open			\Default Work Unit\UI_Inventory_Open	
	2278290679	UI_Inventory_Close			\Default Work Unit\UI_Inventory_Close	
	2325560497	UI_Button_Exit			\Default Work Unit\UI_Button_Exit	
	2453392179	Player_Footstep			\Default Work Unit\Player_Footstep	
	2792117052	UI_QuestRoll_Hide			\Default Work Unit\UI_QuestRoll_Hide	
	3237189652	UI_Menu_Pause			\Default Work Unit\UI_Menu_Pause	
	3240473869	Quest_Complete			\Default Work Unit\Quest_Complete	
	3474566310	UI_Menu_Select			\Default Work Unit\UI_Menu_Select	
	3699139167	UI_QuestRoll_Show			\Default Work Unit\UI_QuestRoll_Show	
	3749307760	UI_Inventory_Roll			\Default Work Unit\UI_Inventory_Roll	
	3808743129	Player_WeaponSwing			\Default Work Unit\Player_WeaponSwing	
	4254124015	Destruction_Container			\Default Work Unit\Destruction_Container	

Switch Group	ID	Name			Wwise Object Path	Notes
	4064446173	Surface_Type			\Default Work Unit\Surface_Type	

Switch	ID	Name	Switch Group			Notes
	286660663	Rubble	Surface_Type			
	803837735	Sand	Surface_Type			
	1216965916	Stone	Surface_Type			
	2058049674	Wood	Surface_Type			
	2195636714	Dirt	Surface_Type			
	2654748154	Water	Surface_Type			
	4248645337	Grass	Surface_Type			

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	19902131	BAS_Button_Open	D:\GitHub\WISE\WiseAdventure\.cache\Windows\SFX\UI\BAS_Button_Open_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\UI\BAS_Button_Open		56256
	22351558	BAS_Player_Footstep_wood_run_04	D:\GitHub\WISE\WiseAdventure\.cache\Windows\SFX\BAS_Player_Footstep_wood_run_04_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Surface_Type\Player_Footsteps_Wood\BAS_Player_Footstep_wood_run_04		26088
	26653302	BAS_Player_Footstep_grass_run_04	D:\GitHub\WISE\WiseAdventure\.cache\Windows\SFX\BAS_Player_Footstep_grass_run_04_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Surface_Type\Player_Footsteps_Grass\BAS_Player_Footstep_grass_run_04		26088
	79374516	BAS_Player_Footstep_wood_run_01	D:\GitHub\WISE\WiseAdventure\.cache\Windows\SFX\BAS_Player_Footstep_wood_run_01_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Surface_Type\Player_Footsteps_Wood\BAS_Player_Footstep_wood_run_01		26724
	88705069	BAS_Player_Footstep_rubble_run_03	D:\GitHub\WISE\WiseAdventure\.cache\Windows\SFX\BAS_Player_Footstep_rubble_run_03_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Surface_Type\Player_Footsteps_Rubble\BAS_Player_Footstep_rubble_run_03		26464
	138815032	BAS_Player_Footstep_dirt_run_01	D:\GitHub\WISE\WiseAdventure\.cache\Windows\SFX\BAS_Player_Footstep_dirt_run_01_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Surface_Type\Player_Footsteps_Dirt\BAS_Player_Footstep_dirt_run_01		26724
	150304345	BAS_Player_Footstep_rubble_run_05	D:\GitHub\WISE\WiseAdventure\.cache\Windows\SFX\BAS_Player_Footstep_rubble_run_05_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Surface_Type\Player_Footsteps_Rubble\BAS_Player_Footstep_rubble_run_05		23238
	175081527	BAS_QuestRoll_Close	D:\GitHub\WISE\WiseAdventure\.cache\Windows\SFX\UI\BAS_QuestRoll_Close_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\UI\BAS_QuestRoll_Close		112326
	187644196	BAS_Player_Footstep_sand_run_06	D:\GitHub\WISE\WiseAdventure\.cache\Windows\SFX\BAS_Player_Footstep_sand_run_06_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Surface_Type\Player_Footsteps_Sand\BAS_Player_Footstep_sand_run_06		24336
	194015348	BAS_Player_Footstep_rubble_run_06	D:\GitHub\WISE\WiseAdventure\.cache\Windows\SFX\BAS_Player_Footstep_rubble_run_06_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Surface_Type\Player_Footsteps_Rubble\BAS_Player_Footstep_rubble_run_06		25896
	230350452	BAS_Button_Close	D:\GitHub\WISE\WiseAdventure\.cache\Windows\SFX\UI\BAS_Button_Close_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\UI\BAS_Button_Close		62500
	271609827	BAS_Player_Footstep_sand_run_02	D:\GitHub\WISE\WiseAdventure\.cache\Windows\SFX\BAS_Player_Footstep_sand_run_02_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Surface_Type\Player_Footsteps_Sand\BAS_Player_Footstep_sand_run_02		26926
	271643535	BAS_Player_Footstep_dirt_run_06	D:\GitHub\WISE\WiseAdventure\.cache\Windows\SFX\BAS_Player_Footstep_dirt_run_06_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Surface_Type\Player_Footsteps_Dirt\BAS_Player_Footstep_dirt_run_06		25896
	281088119	BAS_Player_Footstep_stone_run_03	D:\GitHub\WISE\WiseAdventure\.cache\Windows\SFX\BAS_Player_Footstep_stone_run_03_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Surface_Type\Player_Footsteps_Stone\BAS_Player_Footstep_stone_run_03		26464
	286525904	BAS_Button_Teleport	D:\GitHub\WISE\WiseAdventure\.cache\Windows\SFX\UI\BAS_Button_Teleport_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\UI\BAS_Button_Teleport		345428
	295921007	BAS_Player_Footstep_sand_run_04	D:\GitHub\WISE\WiseAdventure\.cache\Windows\SFX\BAS_Player_Footstep_sand_run_04_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Surface_Type\Player_Footsteps_Sand\BAS_Player_Footstep_sand_run_04		27102
	297160016	BAS_Player_Footstep_wood_run_02	D:\GitHub\WISE\WiseAdventure\.cache\Windows\SFX\BAS_Player_Footstep_wood_run_02_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Surface_Type\Player_Footsteps_Wood\BAS_Player_Footstep_wood_run_02		25424
	327574321	BAS_Player_Footstep_wood_run_06	D:\GitHub\WISE\WiseAdventure\.cache\Windows\SFX\BAS_Player_Footstep_wood_run_06_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Surface_Type\Player_Footsteps_Wood\BAS_Player_Footstep_wood_run_06		25896
